%
% Comments go after a '%' sign.
%
%
% Relation: Features
%
%
% Attributes: 13     Instances: 1500
%
%

@relation Features

@attribute 'ID' numeric
@attribute 'Bored' numeric
@attribute 'Angry' numeric
@attribute 'Sad' numeric
@attribute 'Fear' numeric
@attribute 'Excited' numeric
@attribute 'Happy' numeric
@attribute 'Negative' numeric
@attribute 'Neutral' numeric
@attribute 'Positive' numeric
@attribute 'Sarcasm' numeric
@attribute 'Abuse' numeric
@attribute 'Class' {0,1}


@data
427,0.025997032,0.418852204,0.370000047,0.127262203,0.035301777,0.022586738,0.992,0.006,0.001,0.560909517,0.000390419,1
428,0.110080887,0.291857281,0.122331861,0.166412548,0.228557285,0.080760138,0.599,0.265,0.137,0.540311356,0.000216266,0
429,0.134612926,0.373013248,0.143243956,0.168172926,0.117337331,0.063619613,0.854,0.091,0.054,0.485763033,0.000018300,1
430,0.020386282,0.376573779,0.153623261,0.211363187,0.160233837,0.077819655,0.774,0.176,0.049,0.412133209,0.996872246,0
431,0.023452887,0.183527236,0.244105523,0.349753145,0.126314519,0.07284669,0.348,0.572,0.08,0.711321994,0.007288211,0
432,0.098398931,0.440129367,0.143884097,0.148080942,0.088053451,0.081453211,0.822,0.126,0.051,0.644159037,0.782039762,1
433,0.063617544,0.266757174,0.175391178,0.186141516,0.179383756,0.128708833,0.619,0.3,0.082,0.524659634,0.000023400,0
434,0.10470215,0.258488735,0.243222137,0.126798338,0.146484269,0.120304372,0.134,0.625,0.241,0.708629841,0.349348456,1
435,0.141824421,0.167037424,0.164102568,0.27057689,0.186136175,0.070322521,0.44,0.416,0.145,0.581472962,0.071789168,0
436,0.151317677,0.126527721,0.206600903,0.271144444,0.174096561,0.070312696,0.266,0.433,0.301,0.584817484,0.000776335,1
437,0.078958212,0.457116715,0.186592344,0.155737099,0.073538599,0.048057031,0.937,0.046,0.017,0.606299507,0.000018400,0
438,0.160723866,0.176289684,0.174195749,0.196445654,0.230135471,0.062209575,0.487,0.325,0.188,0.610323584,0.409085780,0
439,0.120665049,0.230226857,0.164934361,0.22871166,0.162842184,0.092619889,0.34,0.431,0.229,0.575452108,0.000034300,1
440,0.019243482,0.267135951,0.049811752,0.096110225,0.318406533,0.249292057,0.157,0.512,0.331,0.294085823,0.000114204,0
441,0.148417765,0.268127923,0.228979819,0.117453855,0.139053937,0.097966702,0.677,0.299,0.024,0.57031166,0.001701036,1
442,0.042440879,0.395022696,0.165262672,0.166887342,0.130728054,0.099658356,0.706,0.244,0.05,0.348330997,0.000434042,1
443,0.041178392,0.179704841,0.209639614,0.210236343,0.071598798,0.287642011,0.797,0.179,0.024,0.334575049,0.009959403,1
444,0.024436744,0.088203416,0.067518756,0.055668722,0.15579261,0.608379752,0.305,0.428,0.267,0.18916427,0.000595157,1
445,0.033099668,0.167021817,0.336868868,0.213934864,0.131561294,0.11751349,0.507,0.314,0.179,0.418132943,0.000022200,1
446,0.070719527,0.126811077,0.180106779,0.266818548,0.147840145,0.207703923,0.25,0.655,0.095,0.662613232,0.000312849,1
447,0.130923768,0.26434635,0.137796101,0.211117824,0.151928093,0.103887865,0.176,0.583,0.241,0.533183683,0.000033000,0
448,0.029643193,0.324016451,0.164002226,0.209107851,0.128118506,0.145111773,0.077,0.814,0.109,0.501276058,0.000221334,0
449,0.096659131,0.466179616,0.080306025,0.106393016,0.122572057,0.127890156,0.429,0.33,0.242,0.388033056,0.000022000,1
450,0.091075535,0.242106434,0.268309101,0.221678306,0.103619275,0.073211349,0.521,0.292,0.187,0.613134404,0.010455254,0
451,0.017072563,0.736888936,0.100013177,0.094045603,0.03281978,0.019159942,0.956,0.04,0.005,0.4700151,0.004430736,1
452,0.056419969,0.195024877,0.07889902,0.13407435,0.28066403,0.254917753,0.436,0.372,0.193,0.521534263,0.007305291,1
453,0.207321899,0.283044081,0.219703249,0.149724717,0.0768949,0.063311155,0.717,0.201,0.081,0.660479637,0.007855174,0
454,0,0.14223993,0.120838556,0.15537664,0.295927798,0.285617076,0.131,0.591,0.278,0.358832877,0.000052100,1
455,0.020938609,0.745359798,0.113066718,0.087393839,0.020127024,0.013114012,0.967,0.032,0.002,0.31185603,0.000045200,1
456,0.012004535,0.628613854,0.071063767,0.081209904,0.151587987,0.055519953,0.528,0.239,0.233,0.261603216,0.000381723,0
457,0.126668038,0.297548809,0.321787333,0.124246336,0.046939467,0.082810017,0.851,0.134,0.015,0.695003448,0.000058900,1
458,0.235282721,0.325019712,0.142655722,0.160552206,0.079879634,0.056610005,0.867,0.111,0.022,0.569727727,0.000702646,1
459,0.048467059,0.543525159,0.145652369,0.130595131,0.059497192,0.072263091,0.617,0.26,0.123,0.656417949,0.029811043,1
460,0.025166152,0.081931542,0.082448272,0.19810239,0.239127679,0.373223965,0.145,0.33,0.525,0.37185027,0.000022300,1
461,0.128035583,0.377088384,0.188738945,0.141011027,0.099397215,0.065728846,0.833,0.121,0.046,0.646245132,0.014746605,1
462,0.032915254,0.06590817,0.307154756,0.417342647,0.096539786,0.080139387,0.326,0.529,0.145,0.384688086,0.000176744,1
463,0.177721697,0.096961593,0.213463224,0.169818878,0.220819217,0.121215391,0.205,0.567,0.228,0.400458623,0.046171412,1
464,0.049975124,0.285001993,0.117441529,0.196022988,0.215162379,0.136395988,0.225,0.442,0.332,0.38608488,0.000034000,0
465,0.047379431,0.360717907,0.084711983,0.115679093,0.206240506,0.18527108,0.514,0.324,0.161,0.596776305,0.000693589,1
466,0.100888759,0.205457643,0.231874155,0.219050489,0.122126732,0.120602222,0.771,0.177,0.052,0.687888812,0.006007537,0
467,0.091152839,0.299731625,0.15990664,0.206900003,0.174266086,0.068042807,0.372,0.398,0.23,0.479845324,0.000031400,1
468,0.151411006,0.353216422,0.189806057,0.163377579,0.086883786,0.055305151,0.611,0.298,0.091,0.616475295,0.035960414,0
469,0.195158701,0.15974586,0.125811363,0.147695098,0.206354128,0.16523485,0.493,0.35,0.157,0.449274393,0.001782198,0
470,0.100257325,0.179202329,0.128594255,0.127483637,0.227585108,0.236877346,0.543,0.318,0.139,0.491675473,0.004392018,1
471,0.086977354,0.438278036,0.137409034,0.176923877,0.107506381,0.052905317,0.842,0.136,0.023,0.492518817,0.000055000,0
472,0.068935169,0.394782049,0.180348098,0.115423569,0.12242849,0.118082625,0.868,0.093,0.038,0.564453641,0.000380720,0
473,0.095988102,0.141789184,0.239186828,0.224056508,0.208909718,0.09006966,0.545,0.334,0.121,0.396839375,0.000021800,0
474,0.050906748,0.263753567,0.128116126,0.178624452,0.22632905,0.152270058,0.506,0.25,0.244,0.463878793,0.000087200,0
475,0.28981418,0.123389485,0.124641493,0.22036388,0.193140363,0.048650599,0.489,0.372,0.139,0.53263419,0.000021900,0
476,0.054897976,0.793972769,0.071671911,0.038553469,0.02255433,0.018349545,0.941,0.056,0.003,0.51891194,0.000067600,1
477,0.251235579,0.277348531,0.196785457,0.168208743,0.062732988,0.043688702,0.9,0.087,0.014,0.646846243,0.000213244,0
478,0.155650177,0.41634794,0.182751121,0.095462283,0.118960348,0.030828132,0.89,0.085,0.025,0.677663107,0.997236073,1
479,0.066749144,0.21686242,0.146182498,0.212025883,0.200588619,0.157591437,0.132,0.554,0.314,0.390511726,0.000024000,0
480,0.051177717,0.20810286,0.474577268,0.194600531,0.037395753,0.034145872,0.825,0.16,0.015,0.653190956,0.000615309,1
481,0.110962174,0.261338568,0.161054787,0.161231821,0.146499566,0.158913085,0.24,0.349,0.411,0.748168469,0.000026400,1
482,0.030809626,0.156647744,0.086925948,0.1453299,0.274770423,0.30551636,0.083,0.308,0.609,0.506916345,0.000579528,0
483,0.119484003,0.154259381,0.24525337,0.279281078,0.107029037,0.094693131,0.575,0.369,0.056,0.626276507,0.000529730,1
484,0.031781163,0.130613867,0.08092179,0.159427078,0.316370018,0.280886084,0.047,0.373,0.58,0.287485029,0.000057800,0
485,0.162943746,0.475250921,0.164384357,0.125167343,0.042692626,0.029561007,0.857,0.122,0.021,0.582627345,0.000018900,0
486,0.128831056,0.43429211,0.267984479,0.121319918,0.036852423,0.010720014,0.932,0.062,0.006,0.738958461,0.071087532,1
487,0.072224655,0.232798886,0.056555504,0.086835081,0.304108108,0.247477766,0.261,0.581,0.158,0.300302888,0.000338817,1
488,0.149521212,0.301038143,0.230228439,0.164284506,0.090526894,0.064400807,0.736,0.238,0.026,0.728408058,0.000033300,0
489,0.150224128,0.112588783,0.175139204,0.384381759,0.144149585,0.033516541,0.284,0.67,0.045,0.50328206,0.000032800,1
490,0.118233858,0.412081495,0.105025277,0.149979891,0.137825595,0.076853885,0.755,0.196,0.048,0.481263467,0.000767502,0
491,0.034989022,0.563334249,0.191125492,0.149103802,0.032394523,0.029052911,0.897,0.094,0.01,0.587327578,0.002507460,0
492,0.112138,0.350216678,0.113788074,0.100449079,0.197299693,0.126108476,0.818,0.111,0.071,0.451390827,0.008330577,1
493,0.051795912,0.131002622,0.086013822,0.233377618,0.295603542,0.202206484,0.341,0.469,0.19,0.548980279,0.000888222,0
494,0.034294221,0.340170759,0.355554916,0.137876551,0.089185715,0.042917838,0.881,0.099,0.021,0.4119708,0.000027000,1
495,0.124044973,0.256559873,0.334874316,0.197920466,0.049298417,0.037301956,0.903,0.09,0.007,0.690912538,0.012951382,1
496,0.224396262,0.209615964,0.157790544,0.170137807,0.119423659,0.118635764,0.367,0.483,0.15,0.659059886,0.004170890,0
497,0.08090621,0.373988414,0.294784813,0.150483654,0.064712653,0.035124256,0.943,0.047,0.01,0.703887237,0.000031900,1
498,0.095944767,0.269296198,0.299957125,0.185856085,0.08651381,0.062432015,0.546,0.397,0.057,0.619987461,0.000349266,1
499,0.102130164,0.062937416,0.276865579,0.359693697,0.169615416,0.028757728,0.456,0.346,0.198,0.619276429,0.000024500,0
500,0.311384726,0.387541251,0.129868882,0.060425923,0.05156048,0.059218738,0.889,0.077,0.034,0.705554886,0.775150418,0
501,0.033166158,0.13497113,0.051163263,0.083644539,0.56086746,0.136187451,0.419,0.292,0.29,0.25105049,0.000022400,1
502,0.099868635,0.2309814,0.156847727,0.159702845,0.125897376,0.226702018,0.609,0.348,0.042,0.431689241,0.999804318,1
503,0.101054307,0.200770804,0.146348327,0.217878197,0.254680979,0.079267385,0.512,0.373,0.114,0.429585345,0.975973129,0
504,0.080536669,0.278694356,0.072776689,0.164381855,0.165661028,0.237949404,0.179,0.432,0.389,0.499568876,0.000031000,1
505,0.133305397,0.305437296,0.152132053,0.18428259,0.138768809,0.086073854,0.8,0.143,0.057,0.517976165,0.000913586,0
506,0.184781891,0.195584818,0.160122429,0.229083032,0.132535363,0.097892468,0.565,0.392,0.043,0.566427085,0.004585275,0
507,0.125541466,0.277877512,0.197660612,0.2259687,0.108807516,0.064144195,0.388,0.337,0.275,0.600233623,0.010807085,1
508,0.179084839,0.145391142,0.175818196,0.225089574,0.195130833,0.079485415,0.231,0.517,0.253,0.553722658,0.000033600,0
509,0.086806627,0.381994462,0.188727208,0.178490231,0.089172175,0.074809298,0.808,0.114,0.077,0.568499933,0.011557511,1
510,0.202998367,0.231736126,0.227454796,0.14440552,0.124206563,0.069198628,0.788,0.175,0.037,0.684436804,0.096577898,0
511,0.054462937,0.137963981,0.063154907,0.148532647,0.260517077,0.335368452,0.089,0.423,0.488,0.282728123,0.004304775,0
512,0.077763505,0.48982569,0.145317015,0.088273855,0.097777037,0.1010429,0.592,0.259,0.149,0.609325597,0.121208929,0
513,0.117194476,0.194892209,0.150201296,0.187197611,0.173977215,0.176537193,0.259,0.354,0.387,0.431342882,0.000029700,1
514,0.149791566,0.342999012,0.216406041,0.184530801,0.067325597,0.038946984,0.892,0.079,0.028,0.657533388,0.000025600,0
515,0.126685731,0.317151158,0.099264864,0.119796386,0.228031467,0.109070395,0.363,0.405,0.232,0.487163955,0.000048600,0
516,0,0.221623006,0.08013248,0.224287503,0.288871467,0.185085544,0.346,0.387,0.266,0.440889358,0.025275614,1
517,0.0300797,0.49812174,0.038506372,0.092610787,0.230847234,0.109834168,0.705,0.161,0.134,0.321761036,0.086517870,0
518,0.071152971,0.47263643,0.227871358,0.113919796,0.063823963,0.050595482,0.957,0.036,0.007,0.730352077,0.000025100,1
519,0.045065139,0.105596646,0.09057486,0.398697546,0.201869693,0.158196116,0.373,0.507,0.12,0.606073047,0.000053300,1
520,0.042504229,0.073006146,0.118768564,0.408969089,0.19965608,0.157095892,0.281,0.557,0.162,0.623994272,0.000209645,0
521,0.049363665,0.143495577,0.101151105,0.167591564,0.26887747,0.269520619,0.577,0.225,0.198,0.437058804,0.000018000,1
522,0.12580421,0.297865567,0.223975918,0.224460704,0.067896308,0.059997294,0.785,0.161,0.054,0.738306871,0.000821201,0
523,0.080046957,0.266222038,0.176957737,0.197844927,0.151860157,0.127068184,0.592,0.242,0.166,0.537723732,0.000030800,0
524,0.036415898,0.537582084,0.068522004,0.090580958,0.169687568,0.097211489,0.783,0.148,0.069,0.387408422,0.989531279,1
525,0.040048098,0.259781843,0.165213663,0.18973466,0.236073194,0.109148541,0.567,0.193,0.24,0.408231623,0.014097830,0
526,0.144085104,0.409196716,0.177061128,0.142103188,0.071092452,0.056461412,0.806,0.16,0.034,0.459546459,0.000625445,1
527,0.083673187,0.441016726,0.124448397,0.140612315,0.14225065,0.067998725,0.731,0.202,0.067,0.552311698,0.959331870,0
528,0.132006368,0.251184522,0.187995171,0.217419573,0.144355461,0.067038905,0.47,0.453,0.077,0.66591302,0.000027100,1
529,0.038937251,0.220395451,0.070993247,0.100814959,0.296887962,0.271971131,0.249,0.443,0.308,0.252094079,0.000021400,0
530,0.098135442,0.215686217,0.131831569,0.199553229,0.204715214,0.15007833,0.49,0.4,0.11,0.477837841,0.000898577,0
531,0.097773708,0.395752259,0.280219626,0.201735567,0.015330314,0.009188527,0.99,0.009,0.001,0.513823007,0.000023600,0
532,0.116997896,0.181709332,0.152905293,0.184180952,0.212705167,0.151501361,0.512,0.34,0.148,0.540597203,0.000034800,0
533,0.088241725,0.196491875,0.129816848,0.209625861,0.25270869,0.123115002,0.288,0.331,0.381,0.536724684,0.202346891,1
534,0.065913351,0.324779959,0.291867875,0.191014055,0.062676285,0.063748475,0.645,0.254,0.101,0.663918455,0.963194609,1
535,0.04645126,0.513238056,0.187915713,0.147095109,0.06954332,0.035756541,0.734,0.173,0.093,0.535568952,0.000027100,0
536,0.070974854,0.643511645,0.103660582,0.085763536,0.047118077,0.048971306,0.907,0.076,0.017,0.621369451,0.000920323,0
537,0.057099474,0.570518281,0.178951068,0.139746725,0.029083705,0.024600747,0.899,0.092,0.009,0.606953058,0.001207447,1
538,0.032587773,0.189041166,0.07340909,0.15611313,0.35635236,0.192496482,0.098,0.506,0.397,0.48386178,0.178319693,1
539,0.037941058,0.389620158,0.126326128,0.239023591,0.116194363,0.090894702,0.739,0.153,0.108,0.438701158,0.000242030,1
540,0.227515328,0.176969412,0.242202682,0.172271081,0.109464836,0.071576661,0.761,0.151,0.087,0.610693314,0.000020100,1
541,0.112735527,0.499228921,0.13993055,0.099111212,0.089827015,0.059166775,0.757,0.195,0.048,0.481087454,0.000021600,0
542,0.051021501,0.455782946,0.209983194,0.21687873,0.0414528,0.024880829,0.918,0.074,0.008,0.570200102,0.971563101,1
543,0.084454954,0.537298039,0.124012247,0.145175473,0.069858011,0.039201276,0.978,0.019,0.002,0.566967679,0.002686254,0
544,0.161115648,0.391361369,0.166980731,0.152120642,0.070364683,0.058056929,0.851,0.122,0.027,0.697407427,0.796139002,1
545,0.086746941,0.375537554,0.178279697,0.130387147,0.111312941,0.11773572,0.66,0.207,0.133,0.569911094,0.000034600,1
546,0,0.054552523,0.028270418,0.116534915,0.496755705,0.303886438,0.051,0.482,0.467,0.47373205,0.000177471,1
547,0.130938847,0.148881739,0.2142237,0.2525693,0.167165822,0.086220592,0.612,0.321,0.067,0.564523284,0.014839143,0
548,0.045729798,0.092510252,0.106486504,0.252711026,0.249748761,0.252813659,0.316,0.255,0.43,0.517266545,0.086672097,1
549,0.104958131,0.415603358,0.195798591,0.148165348,0.090982825,0.044491748,0.73,0.167,0.103,0.655419417,0.945788443,0
550,0.018211521,0.631088697,0.192433327,0.098811084,0.039998364,0.019457007,0.828,0.157,0.016,0.246480769,0.000472033,1
551,0.084497114,0.129352688,0.203808343,0.312252556,0.229687632,0.040401667,0.461,0.325,0.214,0.536507964,0.730229020,1
552,0.044395881,0.184813629,0.13389868,0.198970438,0.286753846,0.151167527,0.517,0.334,0.149,0.413193749,0.001242615,0
553,0.024703068,0.512297029,0.19042173,0.107568173,0.106183337,0.058826663,0.913,0.075,0.013,0.379464201,0.138433859,0
554,0.447912256,0.116787692,0.169377816,0.186992211,0.059950823,0.018979201,0.802,0.175,0.022,0.741024267,0.994296730,0
555,0.006662191,0.089235245,0.710790838,0.160621731,0.015759589,0.016930406,0.903,0.078,0.019,0.444166001,0.999308229,1
556,0.058085596,0.519368792,0.084930799,0.119795232,0.125696926,0.092122655,0.4,0.424,0.176,0.378719591,0.001016246,1
557,0.004132568,0.194653627,0.432013044,0.322781864,0.032730449,0.013688448,0.942,0.05,0.008,0.339292209,0.000030700,0
558,0.075912438,0.26861412,0.209852829,0.244391019,0.107942563,0.093287032,0.88,0.103,0.017,0.567950878,0.999958992,0
559,0.02518967,0.112810692,0.063366212,0.130464809,0.468959373,0.199209245,0.074,0.232,0.693,0.36076218,0.000061400,1
560,0.184864285,0.290812549,0.242200661,0.132958412,0.080132762,0.069031333,0.842,0.147,0.011,0.687219614,0.996671021,0
561,0.165537342,0.18570847,0.096371183,0.18297516,0.179170229,0.190237617,0.617,0.29,0.093,0.552324985,0.998951793,0
562,0.094827911,0.129948887,0.200203589,0.296675309,0.218970541,0.059373763,0.212,0.607,0.18,0.506398582,0.000619666,1
563,0.026952161,0.184546202,0.221519784,0.396476323,0.099020898,0.071484632,0.917,0.068,0.015,0.535889097,0.000019400,1
564,0.045985659,0.173073468,0.058782338,0.101833027,0.272938818,0.34738669,0.226,0.591,0.183,0.476497998,0.000123965,1
565,0.077898448,0.404127247,0.169742795,0.150115738,0.113482873,0.0846329,0.761,0.171,0.068,0.58619999,0.003065845,0
566,0.219219773,0.295144144,0.18844495,0.209242916,0.049700978,0.038247239,0.878,0.103,0.019,0.653731401,0.998395145,1
567,0.179729148,0.147970496,0.175709655,0.180106176,0.19752883,0.118955695,0.279,0.443,0.278,0.624535338,0.000021300,0
568,0.074278429,0.306251653,0.165315723,0.137502322,0.114378195,0.202273679,0.58,0.338,0.082,0.385094518,0.000027300,0
569,0.039816526,0.217323711,0.133336149,0.282284966,0.242116862,0.085121786,0.501,0.288,0.211,0.486184503,0.007743909,1
570,0.027584522,0.103311856,0.334636057,0.349415196,0.104199528,0.080852842,0.246,0.462,0.293,0.424532268,0.000021300,0
571,0.051445078,0.170249845,0.128545832,0.180358474,0.29780462,0.171596151,0.19,0.444,0.367,0.457713695,0.000122726,1
572,0.046495371,0.284481153,0.316285849,0.102556372,0.118610936,0.131570319,0.812,0.169,0.018,0.264525664,0.015492366,1
573,0.289708912,0.303922809,0.144289683,0.157223508,0.061601171,0.043253917,0.489,0.475,0.035,0.687566434,0.000042700,1
574,0.157164365,0.343924721,0.178050695,0.099274248,0.097454388,0.124131584,0.66,0.256,0.085,0.611911631,0.000035700,0
575,0.078149032,0.302871687,0.274965687,0.180478042,0.124242418,0.039293133,0.857,0.124,0.018,0.74526252,0.028184496,1
576,0.185288845,0.315848275,0.067194555,0.123042265,0.153585284,0.155040778,0.801,0.168,0.032,0.687406661,0.000947673,1
577,0.100903542,0.280019121,0.155954215,0.194632735,0.1812865,0.087203887,0.575,0.334,0.091,0.468382087,0.000148807,0
578,0.183397718,0.229741238,0.100963147,0.130125143,0.177229607,0.178543147,0.362,0.33,0.308,0.368229651,0.000035200,0
579,0.049418873,0.640414757,0.147272958,0.099289345,0.040480185,0.023123882,0.919,0.059,0.022,0.5129258,0.023475660,0
580,0.059051745,0.752027931,0.119011874,0.04827918,0.012753911,0.00887536,0.982,0.015,0.002,0.497836938,0.001894899,0
581,0.197340819,0.163356554,0.247007705,0.20175845,0.115135343,0.075401129,0.753,0.177,0.07,0.632332639,0.528279483,1
582,0.023190242,0.131742385,0.06852152,0.062192007,0.304073345,0.410280502,0.411,0.488,0.101,0.16019781,0.001070713,1
583,0.104584994,0.321106993,0.322954139,0.126479748,0.068319875,0.056554252,0.843,0.124,0.033,0.75607998,0.000021100,0
584,0.042632389,0.175556176,0.225687411,0.238944329,0.199317156,0.117862539,0.514,0.325,0.162,0.522656477,0.000033300,0
585,0.054725655,0.224988833,0.400477324,0.206170613,0.068055353,0.045582223,0.865,0.116,0.019,0.64255977,0.000093600,0
586,0,0.118097637,0.134240499,0.112471989,0.323895594,0.311294282,0.089,0.533,0.378,0.264887207,0.000230513,1
587,0.026556977,0.094349458,0.048959752,0.098988975,0.38015962,0.35098522,0.105,0.377,0.518,0.369403191,0.000050300,0
588,0.108751356,0.378543831,0.267643264,0.148688188,0.053215021,0.04315834,0.857,0.108,0.035,0.464377044,0.999875665,0
589,0.076219257,0.23547568,0.075618871,0.121108944,0.181262663,0.310314585,0.43,0.452,0.118,0.559411577,0.000283820,1
590,0.070135141,0.211309177,0.293755152,0.204056439,0.114408623,0.106335467,0.703,0.154,0.143,0.515436788,0.000017300,1
591,0.065358125,0.187740863,0.234883045,0.21793636,0.195736078,0.098345529,0.76,0.209,0.031,0.65161193,0.004117925,0
592,0.054825046,0.300340329,0.160384955,0.184932651,0.195600957,0.103916063,0.563,0.205,0.233,0.56039148,0.000125573,1
593,0.227919495,0.326510977,0.126750773,0.130352502,0.073098611,0.115367643,0.541,0.391,0.068,0.578837996,0.000033200,0
594,0.095083515,0.336695662,0.207400865,0.189086605,0.100948952,0.070784401,0.772,0.179,0.049,0.665111573,0.000024700,1
595,0.074875081,0.16468982,0.20827472,0.240668977,0.167734145,0.143757258,0.298,0.449,0.253,0.601466805,0.000086600,1
596,0.142671715,0.380377286,0.152524749,0.208682805,0.079742848,0.036000597,0.758,0.203,0.038,0.638608152,0.996367693,0
597,0.0828729,0.357945786,0.205726421,0.23168268,0.078604942,0.043167272,0.624,0.318,0.058,0.702568153,0.000628389,0
598,0.145056078,0.161156174,0.21207578,0.307827671,0.119153335,0.054730963,0.503,0.458,0.039,0.653451664,0.992717981,1
599,0.195158847,0.234393012,0.158893149,0.145326928,0.140276132,0.125951932,0.577,0.285,0.138,0.643149519,0.007212556,0
600,0.152770594,0.486703105,0.159649325,0.117587789,0.048640587,0.034648601,0.887,0.09,0.023,0.553135944,0.004683674,1
601,0.041804963,0.155124752,0.098664987,0.144401385,0.287079486,0.272924428,0.164,0.306,0.531,0.336231553,0.000018900,0
602,0.062710725,0.334536156,0.181907861,0.22642465,0.100162225,0.094258384,0.609,0.332,0.059,0.671792266,0.463499606,0
603,0.024934568,0.237567067,0.262854642,0.231104642,0.151921871,0.09161721,0.461,0.349,0.19,0.615751137,0.000721064,1
604,0.155187424,0.294665667,0.180698472,0.180704025,0.12945581,0.059288602,0.678,0.248,0.074,0.625492539,0.017227570,0
605,0.063156327,0.427468563,0.163356108,0.241707548,0.062512065,0.04179939,0.63,0.28,0.09,0.490021735,0.071065925,0
606,0.044244981,0.500027625,0.140980835,0.117454021,0.100210805,0.097081733,0.365,0.405,0.229,0.41400168,0.001181938,0
607,0,0.193455966,0.210880695,0.111944926,0.199989644,0.283728769,0.332,0.474,0.194,0.285530159,0.000051900,1
608,0.056403643,0.784540282,0.075563753,0.06133501,0.013795686,0.008361627,0.921,0.069,0.01,0.246013484,0.986498714,1
609,0.083919978,0.23133184,0.362110447,0.246000865,0.046781938,0.029854933,0.752,0.221,0.026,0.631219366,0.009235749,1
610,0.134983711,0.437075239,0.18105974,0.131048257,0.059020274,0.05681278,0.7,0.224,0.076,0.727596493,0.002590173,1
611,0,0.114900481,0.093495574,0.1728274,0.556469426,0.062307119,0.448,0.392,0.16,0.265063722,0.990362823,1
612,0.131424656,0.291056028,0.156956096,0.176842283,0.151806553,0.091914385,0.784,0.158,0.059,0.514595581,0.000019000,0
613,0.07023598,0.240732877,0.139986056,0.249194356,0.198795597,0.101055134,0.305,0.513,0.182,0.510001364,0.999892235,0
614,0.016649296,0.169073139,0.100350034,0.249491179,0.282916867,0.181519485,0.057,0.156,0.787,0.439087868,0.005251824,1
615,0.138964749,0.206587492,0.208019524,0.203831419,0.121894377,0.120702439,0.619,0.292,0.089,0.595705982,0.000031200,1
616,0,0.085359265,0.068003032,0.191614454,0.401786259,0.253236991,0.176,0.534,0.29,0.541278405,0.000024200,1
617,0.256504558,0.206226731,0.195675936,0.18596197,0.099628554,0.056002252,0.779,0.148,0.073,0.626663683,0.787653923,0
618,0.161608161,0.290231521,0.284206073,0.164265633,0.070889759,0.028798853,0.776,0.177,0.047,0.825567851,0.000645932,0
619,0.126962159,0.28663968,0.232686801,0.177810491,0.102268603,0.073632267,0.458,0.48,0.062,0.588573132,0.000052300,0
620,0.092606155,0.352206357,0.166510242,0.126714456,0.138794845,0.123167946,0.792,0.157,0.051,0.500135503,0.002276287,1
621,0.153883041,0.281193726,0.141259148,0.193787083,0.114445413,0.11543159,0.814,0.168,0.017,0.626884583,0.011859037,1
622,0.196035035,0.168162382,0.059403412,0.144091513,0.176901627,0.255406031,0.152,0.571,0.277,0.313087625,0.319657058,1
623,0.19448077,0.194380065,0.225510277,0.213341158,0.106099789,0.066187941,0.416,0.501,0.084,0.66347169,0.000166169,0
624,0.085905737,0.214030898,0.123720931,0.225650479,0.154755938,0.195936018,0.624,0.211,0.165,0.442805717,0.999030948,0
625,0.321139653,0.376726211,0.117323722,0.066723444,0.064200138,0.053886832,0.869,0.11,0.021,0.725853852,0.918413818,0
626,0.129495471,0.169169276,0.216914239,0.184559178,0.150899062,0.148962774,0.656,0.299,0.046,0.593812469,0.000654460,0
627,0.063669942,0.265942414,0.29822934,0.278711396,0.057881861,0.035565048,0.806,0.167,0.026,0.718622576,0.000554846,1
628,0.02584931,0.618920475,0.185876552,0.111161869,0.038726691,0.019465103,0.823,0.14,0.037,0.510336935,0.006455753,0
629,0.120897263,0.196989617,0.119823592,0.166596788,0.198260185,0.197432555,0.653,0.266,0.081,0.484079961,0.000020100,1
630,0.138037867,0.316824784,0.143933783,0.137640217,0.12439031,0.139173038,0.473,0.343,0.184,0.613444191,0.058199462,0
631,0.120046983,0.312382411,0.135467322,0.146857275,0.173778173,0.111467838,0.707,0.231,0.061,0.530375968,0.000033600,0
632,0.274658746,0.265717496,0.111897218,0.098518906,0.153907056,0.095300578,0.822,0.14,0.037,0.629631244,0.000073400,0
633,0.022486653,0.206163041,0.066894643,0.138301022,0.252712624,0.313442016,0.268,0.244,0.488,0.25845388,0.000036300,0
634,0.033872904,0.683621619,0.036111982,0.063595826,0.149544113,0.033253556,0.897,0.082,0.021,0.324459385,0.000081200,1
635,0.024153314,0.106975985,0.044871448,0.089587252,0.47629585,0.258116151,0.045,0.475,0.48,0.245897535,0.000018600,0
636,0.082427048,0.342579375,0.231696563,0.206380942,0.094537771,0.042378302,0.571,0.387,0.043,0.722335762,0.000020600,1
637,0.046471373,0.563144058,0.083506899,0.118904233,0.094581015,0.093392424,0.734,0.174,0.093,0.30869706,0.000037500,1
638,0.151314693,0.242690695,0.144387811,0.167644717,0.129692947,0.164269138,0.825,0.15,0.025,0.64647235,0.999944806,1
639,0.082000645,0.19754099,0.206073081,0.294285027,0.148139042,0.071961215,0.751,0.192,0.057,0.618617785,0.000026000,1
640,0.167610794,0.424896577,0.102711727,0.109206645,0.110258459,0.085315798,0.853,0.101,0.046,0.482990544,0.012827195,1
641,0.018255874,0.782495244,0.103094515,0.055018639,0.028075187,0.013060541,0.932,0.055,0.014,0.52556091,0.003314689,0
